,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MSZoning,Neighborhood,BsmtQual,BsmtFinType1,CentralAir,GarageType,SalePrice
1339,5,1972,1972,864,864,864,0,1972.0,1,288,RL,CollgCr,TA,Rec,Y,Attchd,11.763684183317412
1340,4,1971,1971,858,872,872,0,1974.0,4,480,RL,NAmes,TA,Unf,Y,Detchd,11.719939634354555
1341,6,2003,2004,1114,1114,1114,0,2004.0,2,576,RL,SawyerW,Gd,GLQ,Y,Detchd,11.951180395901384
1342,8,2002,2002,1284,1284,2169,1,2002.0,2,647,RL,CollgCr,Gd,Unf,Y,Attchd,12.339291489316397
1343,6,1928,1950,896,1172,1913,1,1929.0,2,342,RL,Crawfor,TA,Unf,Y,Detchd,12.083905011555967
1344,7,2006,2006,728,728,1456,1,2006.0,2,440,RL,CollgCr,Gd,Unf,Y,Attchd,11.956553034172742
1345,4,1920,1950,960,960,960,0,1997.0,1,308,RM,OldTown,TA,ALQ,Y,Detchd,11.594505451962652
1346,7,1968,2003,1568,2156,2156,1,1968.0,2,508,RL,NWAmes,TA,BLQ,Y,Attchd,12.478006361013815
1347,8,2006,2007,1732,1776,1776,1,2006.0,3,712,RL,Timber,Ex,GLQ,Y,Attchd,12.554836882168736
1348,7,1998,1998,1482,1494,1494,1,1998.0,2,514,RL,SawyerW,Gd,GLQ,Y,Attchd,12.2783933071098
1349,8,1872,1987,684,938,2358,0,1978.5061638868744,0,0,RM,OldTown,TA,LwQ,N,No,11.711776323715394
1350,5,1969,1969,1248,1338,2634,0,1969.0,4,968,RL,NAmes,TA,LwQ,Y,Detchd,12.206072645530174
1351,6,1962,1962,858,858,1716,1,1962.0,2,490,RL,NAmes,TA,Rec,Y,Attchd,12.049418835484797
1352,6,1937,2000,698,786,1176,0,1999.0,2,624,RM,BrkSide,TA,Unf,Y,Detchd,11.812289042195847
1353,8,1995,1996,2033,2053,3238,1,1996.0,3,666,RL,NoRidge,Gd,GLQ,Y,Attchd,12.92391243868049
1354,7,2000,2000,992,992,1865,1,2000.0,3,839,RL,CollgCr,Gd,GLQ,Y,Attchd,12.367340793126296
1355,7,1968,1992,570,1222,1920,1,1968.0,2,487,RL,NWAmes,TA,Unf,Y,Attchd,12.043553716032399
1356,5,1966,1966,864,892,892,0,1966.0,1,264,RL,NAmes,TA,Rec,Y,Attchd,11.608235644774552
1357,5,1971,2008,1078,1078,1078,1,1971.0,2,500,RL,NAmes,TA,GLQ,Y,Attchd,11.917723684090689
1358,6,2000,2000,756,769,1573,0,2000.0,2,440,FV,Somerst,Gd,GLQ,Y,Detchd,12.086725887897607
1359,9,2004,2005,1980,1980,1980,1,2004.0,3,770,RL,NridgHt,Ex,GLQ,Y,Attchd,12.66032791780777
1360,5,1921,1998,612,990,2601,0,1998.0,2,621,RL,SWISU,TA,Unf,Y,BuiltIn,12.14950229404178
1361,7,2005,2005,1530,1530,1530,1,2005.0,2,430,RL,StoneBr,Ex,ALQ,Y,Attchd,12.468436909997665
1362,4,1920,2007,715,1281,1738,1,1920.0,1,368,RL,NAmes,TA,Unf,Y,Attchd,11.560762794384388
1363,6,2006,2007,616,616,1412,1,2007.0,2,432,RL,Gilbert,Gd,Unf,Y,BuiltIn,11.963567869487337
1364,7,2005,2005,600,520,1200,0,2005.0,2,480,FV,Somerst,Gd,Unf,Y,Detchd,11.87862357740665
1365,7,2000,2000,814,814,1674,0,2000.0,2,663,FV,Somerst,Gd,GLQ,Y,Attchd,12.283033686666302
1366,7,1999,1999,873,882,1790,0,1999.0,2,588,RL,CollgCr,Gd,GLQ,Y,Attchd,12.170445467887022
1367,5,1977,1977,757,925,1475,1,1977.0,1,336,RM,MeadowV,TA,ALQ,Y,Attchd,11.751942365440728
1368,6,2003,2004,848,848,848,0,2003.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.877568578558138
1369,8,2003,2003,1657,1668,1668,1,2003.0,2,502,RL,CollgCr,Gd,BLQ,Y,Attchd,12.354492650648448
1370,4,1920,1950,840,840,1374,0,1967.0,1,338,RL,OldTown,TA,ALQ,Y,Detchd,11.56171562913966
1371,6,1955,1996,992,1661,1661,1,1955.0,1,377,RL,NAmes,TA,BLQ,Y,BuiltIn,12.016726473799254
1372,7,1998,1998,1108,1108,2097,1,1998.0,2,583,RL,CollgCr,Gd,GLQ,Y,Detchd,12.521977676925694
1373,10,2001,2002,2633,2633,2633,2,2001.0,3,804,RL,NoRidge,Ex,GLQ,Y,Attchd,13.053013299269535
1374,7,2005,2005,1026,1026,1958,1,2005.0,3,936,FV,Somerst,Gd,Unf,Y,Attchd,12.429216196844383
1375,8,2007,2007,1571,1571,1571,1,2007.0,3,722,RL,Timber,Gd,Unf,Y,Attchd,12.384218830913648
1376,6,1930,1950,768,790,790,0,1925.0,1,160,RL,SWISU,Gd,Rec,N,Detchd,11.418614785498987
1377,5,1941,1960,984,984,1604,0,1977.0,2,660,RL,Edwards,TA,LwQ,Y,Detchd,11.669929213779893
1378,6,1973,1973,483,483,987,0,1973.0,1,264,RM,BrDale,TA,BLQ,Y,Detchd,11.326595886778735
1379,5,2006,2007,384,754,1394,0,2007.0,2,400,RL,Timber,Gd,Unf,Y,BuiltIn,12.028738630247258
1380,3,1914,1950,864,864,864,0,1938.0,1,200,RL,Edwards,TA,Rec,N,Detchd,10.976782033219948
1381,6,1970,1970,1205,2117,2117,2,1970.0,2,550,RL,NAmes,TA,BLQ,Y,Attchd,12.377922902456833
1382,7,1920,1950,596,998,1762,0,1989.0,2,576,RM,OldTown,Fa,Unf,Y,Detchd,11.964001084330445
1383,5,1918,2007,816,1416,1416,0,2007.0,2,576,RL,Sawyer,TA,Unf,Y,Attchd,11.626254150277232
1384,6,1939,1950,560,698,1258,0,1939.0,1,280,RL,Edwards,TA,Rec,Y,Detchd,11.56171562913966
1385,4,1922,2007,796,796,1154,0,1922.0,1,240,RM,IDOTRR,TA,BLQ,Y,Detchd,11.740061037553975
1386,7,1978,1978,1392,1392,2784,2,1978.0,2,564,RL,NWAmes,Gd,BLQ,Y,Attchd,12.429216196844383
1387,6,1916,1950,714,1664,2526,1,1916.0,1,216,RM,OldTown,TA,Rec,N,Detchd,11.820410164718188
1388,9,2006,2007,1746,1746,1746,2,2006.0,3,758,RL,Gilbert,Ex,GLQ,Y,Attchd,12.841325847671216
1389,6,1941,1950,735,869,1218,1,2003.0,2,440,RM,BrkSide,TA,ALQ,Y,Detchd,11.782952602183288
1390,7,2000,2000,1525,1525,1525,0,2000.0,2,541,RL,CollgCr,Gd,GLQ,Y,Attchd,12.367340793126296
1391,5,1967,1967,1584,1584,1584,0,1967.0,3,792,RL,NAmes,TA,Unf,Y,Detchd,11.728036844587175
1392,5,1967,1967,864,900,900,1,1967.0,1,288,RL,NAmes,TA,ALQ,Y,Attchd,11.719939634354555
1393,6,1905,2000,482,1221,1912,1,2003.0,2,672,RM,OldTown,Fa,Unf,N,Detchd,12.0015054797889
1394,7,2006,2006,1356,1500,1500,1,2006.0,3,648,RL,Blmngtn,Gd,GLQ,Y,Attchd,12.415433652431746
1395,8,2005,2006,1094,1133,2482,1,2005.0,3,642,RL,Timber,Gd,Unf,Y,BuiltIn,12.54686766829102
1396,5,1948,1950,747,1687,1687,2,1966.0,2,572,RL,Timber,TA,BLQ,Y,Detchd,11.982929094215963
1397,5,1920,2004,939,939,1513,0,1933.0,1,180,RM,BrkSide,TA,Unf,Y,Detchd,11.831379196088763
1398,5,1950,1982,1208,1136,1904,0,1950.0,1,240,RL,NAmes,TA,Rec,Y,Attchd,11.835008964139341
1399,6,1925,1990,976,1160,1608,1,1925.0,1,216,RL,SWISU,TA,BLQ,Y,Detchd,11.83101549359339
1400,6,1929,1950,862,950,1158,1,1929.0,1,208,RM,BrkSide,TA,Unf,Y,BuiltIn,11.695247021764184
1401,6,2004,2004,839,864,1593,1,2004.0,2,398,RL,Gilbert,TA,GLQ,Y,Attchd,12.170445467887022
1402,7,2006,2006,1286,1294,1294,1,2006.0,2,662,RL,CollgCr,Gd,Unf,Y,Attchd,12.174989532116426
1403,8,2007,2007,1485,1464,1464,0,2007.0,3,754,RL,Somerst,Gd,GLQ,Y,Attchd,12.552926520261092
1404,3,1915,1950,672,694,1214,0,1998.0,3,936,RL,OldTown,TA,Unf,Y,Detchd,11.56171562913966
1405,8,2004,2005,1594,1646,1646,1,2004.0,2,482,RM,Crawfor,Ex,GLQ,Y,Attchd,12.524526376648708
1406,5,1972,2007,768,768,768,0,1988.0,2,396,RL,CollgCr,Gd,GLQ,Y,Detchd,11.79810440720389
1407,5,1985,1985,833,833,833,0,1978.5061638868744,0,0,RL,Mitchel,TA,ALQ,Y,No,11.626254150277232
1408,4,1910,1950,622,741,1363,0,1966.0,2,528,RM,OldTown,Fa,Unf,Y,Detchd,11.740061037553975
1409,7,1986,1991,791,1236,2093,1,1986.0,2,542,RL,NWAmes,Gd,Unf,Y,Attchd,12.2783933071098
1410,7,2001,2001,944,944,1840,0,2001.0,2,622,RL,CollgCr,Gd,GLQ,Y,Attchd,12.345834587905333
1411,6,1950,2005,856,1112,1668,0,1950.0,1,271,RL,NAmes,TA,BLQ,Y,Attchd,11.84939770159144
1412,4,1949,1950,0,1040,1040,0,1956.0,2,420,RL,NAmes,No,No,N,Detchd,11.407564949312402
1413,8,2005,2006,1844,1844,1844,1,2005.0,2,620,RL,SawyerW,Gd,GLQ,Y,Attchd,12.456831363877356
1414,6,1923,2000,833,1053,1848,1,1922.0,2,370,RL,BrkSide,TA,Unf,Y,Detchd,12.240474072247506
1415,7,2007,2007,1386,1569,1569,1,2007.0,3,660,RL,Blmngtn,Gd,ALQ,Y,Attchd,12.077670930725649
1416,4,1885,1950,777,1246,2290,0,1971.0,2,560,RM,OldTown,TA,Unf,Y,Detchd,11.715866308966918
1417,8,1998,1998,1284,1310,2450,1,1998.0,3,1069,RL,NoRidge,Gd,GLQ,Y,Attchd,12.736700896592344
1418,5,1963,1963,1144,1144,1144,0,1962.0,1,336,RL,NAmes,TA,BLQ,Y,Detchd,11.728036844587175
1419,6,1969,1969,1844,1844,1844,1,1969.0,2,540,RL,Crawfor,TA,Rec,Y,Attchd,12.314927050442256
1420,6,1968,1968,708,708,1416,1,1968.0,2,776,RL,NWAmes,TA,ALQ,Y,Attchd,12.100156419938624
1421,6,1977,1977,1069,1069,1069,1,1977.0,2,440,RL,NPkVill,Gd,ALQ,Y,Attchd,11.755871643580617
1422,6,2003,2003,848,848,848,0,2003.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.824079893607152
1423,6,1966,1966,697,1575,2201,1,1966.0,2,432,RL,Edwards,Gd,Unf,Y,Attchd,12.524417279788771
1424,5,1958,1983,1024,1344,1344,1,1970.0,1,484,RL,NAmes,TA,ALQ,Y,Detchd,11.877568578558138
1425,6,1959,1959,1252,1252,1252,0,1960.0,2,528,RL,NAmes,TA,Unf,Y,Detchd,11.863582336583399
1426,7,1994,1994,1223,1223,2127,2,1994.0,2,525,RL,NoRidge,Gd,GLQ,Y,Attchd,12.509874099861838
1427,5,1945,1950,913,1048,1558,1,1962.0,1,288,RL,NAmes,TA,BLQ,Y,Attchd,11.84939770159144
1428,5,1940,1992,788,804,804,2,1940.0,1,240,RM,OldTown,TA,BLQ,Y,Attchd,11.686878772093667
1429,6,1981,1981,1440,1440,1440,1,1981.0,2,467,RL,NWAmes,Gd,BLQ,Y,Attchd,12.116694834378958
1430,5,2005,2005,732,734,1838,1,2005.0,2,372,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.16597955196373
1431,6,1976,1976,958,958,958,0,1976.0,2,440,RL,NPkVill,Gd,LwQ,Y,Attchd,11.875830958659597
1432,4,1927,2007,656,968,968,0,1928.0,1,216,RL,OldTown,TA,Unf,Y,Detchd,11.074420502783864
1433,6,2000,2000,936,962,1792,1,2000.0,2,451,RL,Gilbert,Gd,Unf,Y,Attchd,12.136186518066006
1434,5,1977,1977,1126,1126,1126,1,1977.0,2,484,RL,Mitchel,TA,ALQ,Y,Attchd,11.982929094215963
1435,6,1962,2005,1319,1537,1537,1,1962.0,2,462,RL,NAmes,TA,Unf,Y,Attchd,12.066810578196666
1436,4,1971,1971,864,864,864,0,1974.0,2,528,RL,NAmes,TA,ALQ,Y,Detchd,11.699405031912846
1437,8,2008,2008,1932,1932,1932,1,2008.0,3,774,RL,NridgHt,Ex,GLQ,Y,Attchd,12.885670953244288
1438,6,1957,1996,912,1236,1236,0,1957.0,2,923,RM,OldTown,TA,GLQ,Y,Attchd,11.91638857040772
1439,7,1979,1979,539,1040,1725,1,1979.0,2,550,RL,NWAmes,TA,GLQ,Y,Attchd,12.190959007720126
1440,6,1922,1994,588,1423,2555,1,1993.0,2,672,RL,Crawfor,Ex,Unf,Y,Detchd,12.160028707028767
1441,6,2004,2004,848,848,848,1,2004.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.913712983527281
1442,10,2008,2008,1017,1026,2007,1,2008.0,3,812,FV,Somerst,Ex,GLQ,Y,Attchd,12.644327576461329
1443,6,1916,1950,952,952,952,1,1916.0,1,192,RL,BrkSide,TA,Unf,N,Detchd,11.703545824578878
1444,7,2004,2004,1422,1422,1422,0,2004.0,2,626,RL,CollgCr,Gd,Unf,Y,Attchd,12.098487434850236
1445,6,1966,1966,814,913,913,0,1990.0,1,240,RL,Sawyer,TA,LwQ,Y,Detchd,11.76756768334381
1446,5,1962,1962,1188,1188,1188,0,1962.0,1,312,RL,Mitchel,TA,Rec,Y,Attchd,11.969717200243734
1447,8,1995,1996,1220,1220,2090,1,1995.0,2,556,RL,CollgCr,Gd,GLQ,Y,Attchd,12.388394202324129
1448,4,1910,2000,560,796,1346,0,1950.0,1,384,RL,Edwards,Fa,Unf,N,Detchd,11.626254150277232
1449,5,1970,1970,630,630,630,0,1978.5061638868744,0,0,RM,MeadowV,Gd,GLQ,Y,No,11.429543856031177
1450,5,1974,1974,896,896,1792,0,1978.5061638868744,0,0,RL,NAmes,Gd,Unf,Y,No,11.820410164718188
1451,8,2008,2009,1573,1578,1578,1,2008.0,3,840,RL,Somerst,Gd,Unf,Y,Attchd,12.567551034433226
1452,5,2005,2005,547,1072,1072,0,2005.0,2,525,RM,Edwards,Gd,GLQ,Y,Basment,11.884489021402711
1453,5,2006,2006,1140,1140,1140,0,1978.5061638868744,0,0,RL,Mitchel,Gd,Unf,Y,No,11.344506813345266
1454,7,2004,2005,1221,1221,1221,0,2004.0,2,400,FV,Somerst,Gd,GLQ,Y,Attchd,12.128111104060462
1455,6,1999,2000,953,953,1647,1,1999.0,2,460,RL,Gilbert,Gd,Unf,Y,Attchd,12.072541252905651
1456,6,1978,1988,1542,2073,2073,2,1978.0,2,500,RL,NWAmes,Gd,ALQ,Y,Attchd,12.254862809699606
1457,7,1941,2006,1152,1188,2340,2,1941.0,1,252,RL,Crawfor,TA,GLQ,Y,Attchd,12.493129522588037
1458,5,1950,1996,1078,1078,1078,0,1950.0,1,240,RL,NAmes,TA,GLQ,Y,Attchd,11.864462231052837
1459,5,1965,1965,1256,1256,1256,0,1965.0,1,276,RL,Edwards,TA,BLQ,Y,Attchd,11.901583454762012
